Season,Home Team,Away Team,Result,Winner,Diff
2016,Waratahs,Reds,30 : 10,Waratahs,20
2016,Crusaders,Chiefs,21 : 27,Chiefs,-6
2016,Sunwolves,Lions,13 : 26,Lions,-13
2016,Cheetahs,Jaguares,33 : 34,Jaguares,-1
2016,Brumbies,Hurricanes,52 : 10,Brumbies,42
2016,Blues,Highlanders,33 : 31,Blues,2
2015,Hurricanes,Highlanders ,14 : 21,Highlanders ,-7
2015,Waratahs,Highlanders ,17 : 35,Highlanders ,-18
2015,Hurricanes ,Brumbies,29 : 9,Hurricanes ,20
2015,Stormers,Brumbies ,19 : 39,Brumbies ,-20
2015,Highlanders ,Chiefs,24 : 14,Highlanders ,10
2015,Sharks,Stormers,34 : 12,Sharks,22
2015,Bulls,Cheetahs,29 : 42,Cheetahs,-13
2015,Waratahs,Reds,31 : 5,Waratahs,26
2015,Chiefs,Hurricanes,13 : 21,Hurricanes,-8
2015,Brumbies,Crusaders,24 : 37,Crusaders,-13
2015,Rebels,Western Force,11 : 13,Western Force,-2
2015,Blues,Highlanders,7 : 44,Highlanders,-37
2015,Stormers,Lions,19 : 19,-,0
2015,Cheetahs,Waratahs,33 : 58,Waratahs,-25
2015,Reds,Chiefs,3 : 24,Chiefs,-21
2015,Blues,Crusaders,11 : 34,Crusaders,-23
2015,Rebels,Bulls,21 : 20,Rebels,1
2015,Western Force,Brumbies,20 : 33,Brumbies,-13
2015,Hurricanes,Highlanders,56 : 20,Hurricanes,36
2015,Lions,Waratahs,27 : 22,Lions,5
2015,Stormers,Cheetahs,42 : 12,Stormers,30
2015,Western Force,Reds,10 : 32,Reds,-22
2015,Highlanders,Chiefs,36 : 9,Highlanders,27
2015,Sharks,Rebels,25 : 21,Sharks,4
2015,Brumbies,Bulls,22 : 16,Brumbies,6
2015,Crusaders,Hurricanes,35 : 18,Crusaders,17
2015,Stormers,Rebels,31 : 15,Stormers,16
2015,Cheetahs,Lions,17 : 40,Lions,-23
2015,Western Force,Highlanders,3 : 23,Highlanders,-20
2015,Waratahs,Crusaders,32 : 22,Waratahs,10
2015,Blues,Hurricanes,5 : 29,Hurricanes,-24
2015,Reds,Sharks,14 : 21,Sharks,-7
2015,Chiefs,Bulls,34 : 20,Chiefs,14
2015,Cheetahs,Highlanders,24 : 45,Highlanders,-21
2015,Lions,Brumbies,20 : 30,Brumbies,-10
2015,Waratahs,Sharks,33 : 18,Waratahs,15
2015,Hurricanes,Chiefs,22 : 18,Hurricanes,4
2015,Reds,Rebels,46 : 29,Reds,17
2015,Blues,Bulls,23 : 18,Blues,5
2015,Stormers,Brumbies,25 : 24,Stormers,1
2015,Lions,Highlanders,28 : 23,Lions,5
2015,Western Force,Waratahs,18 : 11,Western Force,7
2015,Hurricanes,Sharks,32 : 24,Hurricanes,8
2015,Rebels,Blues,42 : 22,Rebels,20
2015,Crusaders,Reds,58 : 17,Crusaders,41
2015,Bulls,Lions,35 : 33,Bulls,2
2015,Cheetahs,Stormers,25 : 17,Cheetahs,8
2015,Rebels,Chiefs,16 : 15,Rebels,1
2015,Hurricanes,Crusaders,29 : 23,Hurricanes,6
2015,Blues,Western Force,41 : 24,Blues,17
2015,Brumbies,Waratahs,10 : 13,Waratahs,-3
2015,Highlanders,Sharks,48 : 15,Highlanders,33
2015,Reds,Hurricanes,19 : 35,Hurricanes,-16
2015,Stormers,Bulls,15 : 13,Stormers,2
2015,Lions,Cheetahs,34 : 29,Lions,5
2015,Waratahs,Rebels,18 : 16,Waratahs,2
2015,Crusaders,Blues,29 : 15,Crusaders,14
2015,Brumbies,Highlanders,31 : 18,Brumbies,13
2015,Chiefs,Western Force,35 : 27,Chiefs,8
2015,Cheetahs,Reds,17 : 18,Reds,-1
2015,Sharks,Bulls,10 : 17,Bulls,-7
2015,Western Force,Stormers,6 : 13,Stormers,-7
2015,Brumbies,Rebels,8 : 13,Rebels,-5
2015,Highlanders,Blues,30 : 24,Highlanders,6
2015,Hurricanes,Waratahs,24 : 29,Waratahs,-5
2015,Crusaders,Chiefs,9 : 26,Chiefs,-17
2015,Bulls,Reds,43 : 22,Bulls,21
2015,Lions,Sharks,23 : 21,Lions,2
2015,Western Force,Cheetahs,15 : 24,Cheetahs,-9
2015,Waratahs,Stormers,18 : 32,Stormers,-14
2015,Crusaders,Highlanders,20 : 25,Highlanders,-5
2015,Blues,Brumbies,16 : 14,Blues,2
2015,Lions,Bulls,22 : 18,Lions,4
2015,Sharks,Crusaders,10 : 52,Crusaders,-42
2015,Brumbies,Cheetahs,20 : 3,Brumbies,17
2015,Chiefs,Blues,23 : 16,Chiefs,7
2015,Rebels,Reds,23 : 15,Rebels,8
2015,Hurricanes,Stormers,25 : 20,Hurricanes,5
2015,Bulls,Crusaders,31 : 19,Bulls,12
2015,Sharks,Western Force,15 : 9,Sharks,6
2015,Waratahs,Blues,23 : 11,Waratahs,12
2015,Highlanders,Stormers,39 : 21,Highlanders,18
2015,Chiefs,Cheetahs,37 : 27,Chiefs,10
2015,Reds,Lions,17 : 18,Lions,-1
2015,Hurricanes,Rebels,36 : 12,Hurricanes,24
2015,Waratahs,Brumbies,28 : 13,Waratahs,15
2015,Sharks,Chiefs,12 : 11,Sharks,1
2015,Bulls,Western Force,25 : 24,Bulls,1
2015,Crusaders,Cheetahs,57 : 14,Crusaders,43
2015,Rebels,Lions,16 : 20,Lions,-4
2015,Highlanders,Hurricanes,13 : 20,Hurricanes,-7
2015,Cheetahs,Sharks,10 : 27,Sharks,-17
2015,Stormers,Chiefs,19 : 28,Chiefs,-9
2015,Reds,Brumbies,0 : 29,Brumbies,-29
2015,Highlanders,Waratahs,26 : 19,Highlanders,7
2015,Crusaders,Lions,34 : 6,Crusaders,28
2015,Western Force,Rebels,17 : 21,Rebels,-4
2015,Hurricanes,Blues,30 : 23,Hurricanes,7
2015,Stormers,Sharks,29 : 13,Stormers,16
2015,Cheetahs,Bulls,20 : 39,Bulls,-19
2015,Reds,Waratahs,5 : 23,Waratahs,-18
2015,Blues,Lions,10 : 13,Lions,-3
2015,Brumbies,Western Force,27 : 15,Brumbies,12
2015,Chiefs,Highlanders,17 : 20,Highlanders,-3
2015,Lions,Stormers,19 : 22,Stormers,-3
2015,Bulls,Sharks,43 : 35,Bulls,8
2015,Rebels,Brumbies,15 : 20,Brumbies,-5
2015,Chiefs,Crusaders,40 : 16,Chiefs,24
2015,Cheetahs,Blues,25 : 24,Cheetahs,1
2015,Western Force,Hurricanes,13 : 42,Hurricanes,-29
2015,Highlanders,Reds,20 : 13,Highlanders,7
2015,Sharks,Lions,29 : 12,Sharks,17
2015,Stormers,Blues,27 : 16,Stormers,11
2015,Reds,Western Force,18 : 6,Reds,12
2015,Highlanders,Crusaders,20 : 26,Crusaders,-6
2015,Bulls,Hurricanes,13 : 17,Hurricanes,-4
2015,Rebels,Waratahs,28 : 38,Waratahs,-10
2015,Chiefs,Brumbies,19 : 17,Chiefs,2
2015,Waratahs,Western Force,13 : 25,Western Force,-12
2015,Bulls,Stormers,17 : 29,Stormers,-12
2015,Sharks,Cheetahs,29 : 35,Cheetahs,-6
2015,Blues,Chiefs,18 : 23,Chiefs,-5
2015,Lions,Hurricanes,8 : 22,Hurricanes,-14
2015,Brumbies,Reds,47 : 3,Brumbies,44
2015,Crusaders,Rebels,10 : 20,Rebels,-10
